4.189938659884150929e-01,4.031572179323529292e-01,2.271255892472454352e-01
3.770456365543133348e-01,4.389118811239826612e-01,-2.904850482299586867e-01
3.885452883607745100e-01,4.188197779115745423e-01,3.032739883011849602e-01
4.308249167284871062e-01,4.174960031050262699e-01,-1.951786013352130589e-01
-1.911620423451495798e-01,4.366020343126247316e-01,2.706951650157545797e-01
7.153114116780392440e-01,7.748591136608602437e-01,6.354760649103166070e-01
5.861944619506894716e-01,6.211778036013732018e-01,3.559158366227584414e-01
4.300270310831672549e-01,4.290209160995682169e-01,5.419674984352521561e-03
3.925399608664173479e-01,4.213511441673006841e-01,2.685780711704761070e-01
3.963780232763763345e-01,4.084961613543260373e-01,2.823313081950099002e-01
5.688439559588913674e-01,5.596028678603955919e-01,3.288800097455030214e-01
4.296117353811343964e-01,4.196703892974100736e-01,-2.654028385740941354e-01
4.024939062328924400e-01,4.057076039507339638e-01,2.815476382388188425e-01
5.027003399949910856e-01,5.444702177952103206e-01,3.313615314358688280e-01
3.433877880244032288e-01,5.091762969545231554e-01,-2.401535604480379837e-01
4.588827137546552248e-01,4.254072377465324406e-01,-2.277833198190374053e-01
7.154675954729746712e-01,7.777838009572461964e-01,3.356283310553140886e-01
4.203668365792195272e-01,4.583334675942409286e-01,1.805757053316299210e-01
3.839116319478780293e-01,4.307705366069948805e-01,2.434361285325763735e-01
4.075745201824649833e-01,4.551396277931986090e-01,2.149361728022332330e-01
4.653991101025210519e-01,4.502737852450571787e-01,-3.047591557459473077e-01
4.005421572939750208e-01,4.292692017840880059e-01,2.436806030630122855e-01
3.905059695545815557e-01,4.091656941592631269e-01,2.782946731274297258e-01
4.181913320075021367e-01,5.076504514061207507e-01,2.119572608243058265e-01
3.660239425045902495e-01,4.182207226842368786e-01,2.419457108343388008e-01
4.336246055937529320e-01,4.160372692258421656e-01,-2.251032216130653962e-01
4.034537252262011542e-01,4.179063847277936783e-01,2.757202993216203990e-01
-3.359859184443438895e-01,4.180637842179805164e-01,2.855835004726923199e-01
3.611487910809033086e-01,4.144648274073515215e-01,-3.100733158986108684e-01
3.892178909756634497e-01,4.143807934051896846e-01,2.542830425003235195e-01
4.056397276959997078e-01,4.584152758869293742e-01,3.146169762329275033e-01
4.052741990143607365e-01,4.602839342256753730e-01,2.558650235244204207e-01
4.244987595918804368e-01,4.063147160718466044e-01,-2.823313081950099002e-01
4.199936697088459403e-01,4.479281912477608429e-01,2.702484006257547811e-01
4.976105913624579991e-01,5.272039134297302754e-01,2.740731690432984813e-01
3.662412699713892827e-01,4.804679291927958507e-01,-3.266512405170836075e-01
4.041435762391197284e-01,4.396098781071766104e-01,2.789992454465443084e-01
9.599915412570263484e-01,9.303691683032057069e-01,4.887720023721515150e-01
3.940895666903451167e-01,4.207935415101537457e-01,2.338103434605540432e-01
4.406208802542422309e-01,4.135598924828325362e-01,2.052125381406326443e-01
4.238094885745322671e-01,4.119623904243306378e-01,2.628075993303680691e-01
3.992865556869362731e-01,4.385224346920024718e-01,-1.110180574300350664e-01
3.515139830937695775e-01,4.183234679098885578e-01,2.730177453467431681e-01
4.296157046311931405e-01,3.960769411478703428e-01,-2.616812409207133761e-01
4.132441326979603424e-01,4.211519920905777425e-01,1.343709969107347857e-01
4.160474623954557583e-01,4.173618291150988369e-01,3.977422308861372491e-02
4.533720625135919668e-01,4.196846945600086753e-01,1.892032064946683745e-01
3.695331299696305583e-01,4.526002627292733393e-01,2.657288509467778392e-01
3.985246507483080625e-01,4.529345954004849184e-01,2.830447961647237776e-01
3.847073588166277092e-01,4.346618723660892192e-01,-2.430673428382427725e-01
4.523161565175415899e-01,4.430302188400321306e-01,-2.880626532792205374e-01
4.183136932975942690e-01,4.090208443518590919e-01,2.718688769099005809e-01
4.605787478653328160e-01,5.186985712460625564e-01,-2.689622296865561979e-01
9.637058439396070098e-01,9.341641960017812440e-01,4.671272020035343031e-01
4.094715027664206919e-01,4.581882478800868852e-01,2.492401966031662086e-01
4.260427279943498347e-01,4.044284471434694828e-01,-1.486675581450353223e-01
2.052125381406326443e-01,4.141490220755742468e-01,-2.367983388010199142e-01
4.023956733151946574e-01,4.252740828522071359e-01,-2.726613282499362745e-01
6.092807916154634462e-01,6.104432020993073582e-01,2.335170121213405170e-01
4.065581003638284452e-01,4.797821318889142206e-01,1.693695313540521941e-01
3.497623801241639963e-01,4.652098435846503399e-01,2.106288312292899645e-01
3.754218470445815914e-01,4.683409518374101466e-01,3.214348767877195368e-01
4.099241592302136361e-01,4.115154027804725501e-01,-2.897591716070353485e-01
5.153498640471236847e-01,5.509259878288008672e-01,-2.187342198810222904e-01
3.794287633872276966e-01,4.523501205184436436e-01,2.757202993216203990e-01
4.189310624431780705e-01,4.167212142396867214e-01,-2.408004261607029628e-01
3.569097043449446782e-01,4.551892229051673344e-01,2.388362428226226131e-01
4.008802251848848641e-01,4.241837450984176083e-01,2.119572608243058265e-01
4.003314904881513647e-01,4.244158079247326576e-01,2.359612668747554654e-01
3.614701412485945009e-01,4.402827075980868532e-01,2.809370201582750415e-01
4.946709767145714975e-01,4.769986616081123842e-01,3.221293798183462731e-01
4.066551478944812059e-01,4.443958840059175075e-01,3.208198168163987618e-01
4.376803433358378848e-01,4.679955252807391219e-01,-2.169681987978015758e-01
3.767836092680225679e-01,4.553402111750642911e-01,-2.320260851878651331e-01
3.293603085238117067e-01,4.005353719315800087e-01,-1.730693824809739767e-01
4.388248314715206266e-01,4.653456913231286962e-01,-2.433134796103298692e-01
7.148799505816791910e-01,7.812084959016152297e-01,7.947885391207909489e-01
4.941945930079805760e-01,5.266039892283365109e-01,2.733718378592686626e-01
4.133245853863494190e-01,4.409279605459959228e-01,2.819107385791827514e-01
4.426006066155491747e-01,4.294407387427071621e-01,2.498967689610101517e-01
